command,retail_rom_entry,live_entry,cfg_region,cfg_blocks,successors,stream_argument_count,stream_widths_signedness,cursor_advancement,external_calls,important_memory_global_accesses,shared_exit_tail,expected_block_count,candidate_block_count,block_count_parity,call_parity,successor_parity,shared_tail_convergence,normalized_block_parity,expected_unmatched_blocks,candidate_unmatched_blocks
0x00000077,0x0028584C,0x8022987C,0x0FA8..0x1EC4; 4 blocks,0x0FA8|0x15C4|0x15CC|0x1EC0,fallthrough:0x15CC,0,0 x 32-bit stream slots; slot signedness unknown; direct retail reads=none isolated,+0 argument slots before shared tail; normal continuation consumes +1 command slot,func_802401A0@0x0028584C,none isolated,post-command,4,3,false,true,true,true,false,3,2
0x0000007B,0x0028585C,0x8022988C,0x15D4..0x15F8; 2 blocks,0x15D4|0x15F0,fallthrough:0x15F0,4,4 x 32-bit stream slots; slot signedness unknown; direct retail reads=none isolated,+4 argument slots before shared tail; normal continuation consumes +1 command slot,func_0029A59C@0x00285870,Rs32@$v0+0x0004|Rs32@$v0+0x0008|Rs32@$v0+0x000C|Rs32@$v0+0x0010,post-command,2,2,true,true,true,true,true,0,0
0x0000007C,0x00285880,0x802298B0,0x15F8..0x1EC4; 2 blocks,0x15F8|0x1EC0,taken:0x1EC0,1,1 x 32-bit stream slots; slot signedness unknown; direct retail reads=+0x04:32-bit-signed,+1 argument slots before shared tail; normal continuation consumes +1 command slot,none,Rs32@$t0+0x0004|Rs32@0x8022A974|W8@$v1+0x1CB0,post-command,2,2,true,true,true,true,true,0,0
0x0000007D,0x00285898,0x802298C8,0x1610..0x1F40; 3 blocks,0x1610|0x1618|0x1F0C,fallthrough:0x1618,unknown,unknown/variable; direct retail reads=none isolated,unknown/variable before shared tail; observed deltas=dynamic,func_002839A8@0x00285898,W8@0x8022A998,return,3,3,true,true,true,true,true,0,0
0x0000007E,0x002858B0,0x802298E0,0x1628..0x1638; 2 blocks,0x1628|0x1630,fallthrough:0x1630,0,0 x 32-bit stream slots; slot signedness unknown; direct retail reads=none isolated,+0 argument slots before shared tail; normal continuation consumes +1 command slot,func_002839A8@0x002858B0,none isolated,post-command,2,2,true,true,true,true,true,0,0
0x0000007F,0x002858C0,0x802298F0,0x0FA8..0x1EC4; 4 blocks,0x0FA8|0x1638|0x1640|0x1EC0,fallthrough:0x1640,0,0 x 32-bit stream slots; slot signedness unknown; direct retail reads=none isolated,+0 argument slots before shared tail; normal continuation consumes +1 command slot,func_002839C4@0x002858C0,none isolated,post-command,4,3,false,true,true,true,false,3,2
0x00000080,0x002858D0,0x80229900,0x1648..0x1674; 2 blocks,0x1648|0x166C,fallthrough:0x166C,1,1 x 32-bit stream slots; slot signedness unknown; direct retail reads=none isolated,+1 argument slots before shared tail; normal continuation consumes +1 command slot,func_002A2C78@0x002858EC,Rs32@$v0+0x1A48|Rs32@0x8022A974|Ru8@$v0+0x0007|W16@$v1+0x0004,post-command,2,2,true,true,true,true,false,1,1
0x00000082,0x002858FC,0x8022992C,0x1674..0x1EC4; 4 blocks,0x1674|0x167C|0x1ABC|0x1EC0,fallthrough:0x167C,0,0 x 32-bit stream slots; slot signedness unknown; direct retail reads=none isolated,+0 argument slots before shared tail; normal continuation consumes +1 command slot,func_8022F324@0x002858FC,Rs32@0x8023DE34|W8@$v0+0x0066,post-command,4,4,true,true,true,true,true,0,0
0x00000083,0x0028590C,0x8022993C,0x1684..0x171C; 3 blocks,0x1684|0x170C|0x1714,taken:0x170C,1,1 x 32-bit stream slots; slot signedness unknown; direct retail reads=none isolated,+1 argument slots before shared tail; normal continuation consumes +1 command slot,func_8023DD68@0x00285994,Ru8@$v0+0x0007,post-command,3,3,true,true,true,true,true,0,0
0x00000084,0x0028591C,0x8022994C,0x1694..0x16AC; 3 blocks,0x1694|0x169C|0x16A4,fallthrough:0x169C,0,0 x 32-bit stream slots; slot signedness unknown; direct retail reads=none isolated,+0 argument slots before shared tail; normal continuation consumes +1 command slot,func_00019e10@0x0028591C|func_00019fc0@0x00285924,none isolated,post-command,3,3,true,true,true,true,true,0,0
0x00000085,0x00285934,0x80229964,0x16AC..0x16BC; 2 blocks,0x16AC|0x16B4,fallthrough:0x16B4,0,0 x 32-bit stream slots; slot signedness unknown; direct retail reads=none isolated,+0 argument slots before shared tail; normal continuation consumes +1 command slot,func_0001a050@0x00285934,none isolated,post-command,2,2,true,true,true,true,true,0,0
0x00000086,0x00285944,0x80229974,0x16BC..0x1EC4; 3 blocks,0x16BC|0x16C4|0x1EC0,fallthrough:0x16C4,0,0 x 32-bit stream slots; slot signedness unknown; direct retail reads=none isolated,+0 argument slots before shared tail; normal continuation consumes +1 command slot,func_8022F408@0x00285944,Rs32@0x8023DE34|W8@$v0+0x0066,post-command,3,3,true,true,true,true,true,0,0
0x00000087,0x0028595C,0x8022998C,0x0FA8..0x1EC4; 4 blocks,0x0FA8|0x16D4|0x16DC|0x1EC0,fallthrough:0x16DC,0,0 x 32-bit stream slots; slot signedness unknown; direct retail reads=none isolated,+0 argument slots before shared tail; normal continuation consumes +1 command slot,func_802348B8@0x0028595C,none isolated,post-command,4,3,false,true,true,true,false,3,2
0x00000088,0x0028596C,0x8022999C,0x16E4..0x16FC; 2 blocks,0x16E4|0x16F4,fallthrough:0x16F4,1,1 x 32-bit stream slots; slot signedness unknown; direct retail reads=none isolated,+1 argument slots before shared tail; normal continuation consumes +1 command slot,func_802348A8@0x00285974,Rs32@$v0+0x0004,post-command,2,2,true,true,true,true,true,0,0
0x0000008B,0x00285984,0x802299B4,0x16FC..0x171C; 3 blocks,0x16FC|0x170C|0x1714,fallthrough:0x170C,1,1 x 32-bit stream slots; slot signedness unknown; direct retail reads=none isolated,+1 argument slots before shared tail; normal continuation consumes +1 command slot,func_8023DD68@0x00285994,Ru8@$v0+0x0007,post-command,3,3,true,true,true,true,true,0,0
0x0000008C,0x002859A4,0x802299D4,0x171C..0x1738; 2 blocks,0x171C|0x1730,fallthrough:0x1730,1,1 x 32-bit stream slots; slot signedness unknown; direct retail reads=none isolated,+1 argument slots before shared tail; normal continuation consumes +1 command slot,func_802348D0@0x002859B0,Rs32@$v0+0x0004,post-command,2,2,true,true,true,true,true,0,0
0x0000008D,0x00286148,0x8022A178,0x1EC0..0x1EC4; 1 blocks,0x1EC0,tail:post-command,1,1 x 32-bit stream slots; slot signedness unknown; direct retail reads=none isolated,+1 argument slots before shared tail; normal continuation consumes +1 command slot,none,none isolated,post-command,1,1,true,true,true,true,true,0,0
0x0000008E,0x00285A7C,0x80229AAC,0x17F4..0x1800; 1 blocks,0x17F4,tail:post-command,2,2 x 32-bit stream slots; slot signedness unknown; direct retail reads=none isolated,+2 argument slots before shared tail; normal continuation consumes +1 command slot,none,none isolated,post-command,1,2,false,true,true,true,false,1,2
0x0000008F,0x002859C0,0x802299F0,0x1738..0x1EC4; 3 blocks,0x1738|0x1754|0x1EC0,fallthrough:0x1754,0,0 x 32-bit stream slots; slot signedness unknown; direct retail reads=none isolated,+0 argument slots before shared tail; normal continuation consumes +1 command slot,func_00045df4@0x002859D4,Rs32@$v0+0x000C,post-command,3,3,true,true,true,true,true,0,0
0x00000090,0x002859E4,0x80229A14,0x175C..0x1EC4; 3 blocks,0x175C|0x1770|0x1EC0,fallthrough:0x1770,0,0 x 32-bit stream slots; slot signedness unknown; direct retail reads=none isolated,+0 argument slots before shared tail; normal continuation consumes +1 command slot,func_8023CFA0@0x002859F0,Rs32@$v0+0x000C,post-command,3,3,true,true,true,true,true,0,0
0x00000092,0x00285A00,0x80229A30,0x1778..0x1EC4; 4 blocks,0x1778|0x1788|0x17A0|0x1EC0,fallthrough:0x1788|taken:0x1EC0,unknown,unknown/variable; direct retail reads=none isolated,unknown/variable before shared tail; observed deltas=2|4,func_8023D0EC@0x00285A20,Rs32@$v0+0x0004|Rs32@$v0+0x0008|Ru8@0x8018FC19,post-command,4,4,true,true,true,true,true,0,0
0x00000094,0x00285A30,0x80229A60,0x17A8..0x1EC4; 4 blocks,0x17A8|0x17B8|0x17C4|0x1EC0,fallthrough:0x17B8|taken:0x1EC0,1,1 x 32-bit stream slots; slot signedness unknown; direct retail reads=+0x07:8-bit-unsigned,+1 argument slots before shared tail; normal continuation consumes +1 command slot,func_802339D8@0x00285A44,Ru8@$t0+0x0007|Ru8@0x8018FC19,post-command,4,4,true,true,true,true,true,0,0
0x00000095,0x00285A54,0x80229A84,0x17CC..0x1EC4; 4 blocks,0x17CC|0x17DC|0x17F4|0x1EC0,fallthrough:0x17DC|taken:0x1EC0,unknown,unknown/variable; direct retail reads=none isolated,unknown/variable before shared tail; observed deltas=2|4,func_8023D1E8@0x00285A74,Rs32@$v0+0x0004|Rs32@$v0+0x0008|Ru8@0x8018FC19,post-command,4,4,true,true,true,true,false,1,1
0x00000096,0x00285A88,0x80229AB8,0x1800..0x1EC4; 4 blocks,0x1800|0x1810|0x1824|0x1EC0,fallthrough:0x1810|taken:0x1EC0,unknown,unknown/variable; direct retail reads=none isolated,unknown/variable before shared tail; observed deltas=1|2,func_8023D7A8@0x00285AA4,Rs32@$v0+0x0004|Ru8@0x8018FC19,post-command,4,4,true,true,true,true,true,0,0
0x00000097,0x00285AB4,0x80229AE4,0x182C..0x183C; 2 blocks,0x182C|0x1834,fallthrough:0x1834,0,0 x 32-bit stream slots; slot signedness unknown; direct retail reads=none isolated,+0 argument slots before shared tail; normal continuation consumes +1 command slot,func_00283B30@0x00285AB4,none isolated,post-command,2,2,true,true,true,true,true,0,0
0x00000099,0x00285AC4,0x80229AF4,0x183C..0x1850; 2 blocks,0x183C|0x1848,fallthrough:0x1848,1,1 x 32-bit stream slots; slot signedness unknown; direct retail reads=none isolated,+1 argument slots before shared tail; normal continuation consumes +1 command slot,none,Ru8@$v0+0x0007,post-command,2,2,true,true,true,true,false,2,2
0x0000009A,0x00285AD8,0x80229B08,0x1850..0x1EC4; 2 blocks,0x1850|0x1EC0,taken:0x1EC0,0,0 x 32-bit stream slots; slot signedness unknown; direct retail reads=none isolated,+0 argument slots before shared tail; normal continuation consumes +1 command slot,none,none isolated,post-command,2,2,true,true,true,true,true,0,0
0x0000009B,0x00285AE0,0x80229B10,0x1858..0x1870; 2 blocks,0x1858|0x1868,fallthrough:0x1868,1,1 x 32-bit stream slots; slot signedness unknown; direct retail reads=none isolated,+1 argument slots before shared tail; normal continuation consumes +1 command slot,func_8023CBD8@0x00285AE8,Rs32@$v0+0x0004,post-command,2,2,true,true,true,true,true,0,0
0x0000009C,0x00285AF8,0x80229B28,0x1870..0x1890; 2 blocks,0x1870|0x1888,fallthrough:0x1888,2,2 x 32-bit stream slots; slot signedness unknown; direct retail reads=none isolated,+2 argument slots before shared tail; normal continuation consumes +1 command slot,func_8023D2C4@0x00285B08,Rs32@$v0+0x0004|Rs32@$v0+0x0008,post-command,2,2,true,true,true,true,true,0,0
0x0000009D,0x00285B18,0x80229B48,0x1890..0x18B0; 2 blocks,0x1890|0x18A8,fallthrough:0x18A8,2,2 x 32-bit stream slots; slot signedness unknown; direct retail reads=none isolated,+2 argument slots before shared tail; normal continuation consumes +1 command slot,func_0029C5A0@0x00285B28,Rs32@$v0+0x0004|Rs32@$v0+0x0008,post-command,2,2,true,true,true,true,true,0,0
0x000000A1,0x00285B38,0x80229B68,0x18B0..0x1EC4; 3 blocks,0x18B0|0x18C0|0x1EC0,fallthrough:0x18C0,0,0 x 32-bit stream slots; slot signedness unknown; direct retail reads=none isolated,+0 argument slots before shared tail; normal continuation consumes +1 command slot,func_8023C804@0x00285B40,Rs32@$v0+0x000C,post-command,3,3,true,true,true,true,true,0,0
0x000000A4,0x00285B50,0x80229B80,0x18C8..0x18DC; 2 blocks,0x18C8|0x18D4,fallthrough:0x18D4,1,1 x 32-bit stream slots; slot signedness unknown; direct retail reads=+0x04:32-bit-signed,+1 argument slots before shared tail; normal continuation consumes +1 command slot,func_8023D878@0x00285B54,Rs32@$t0+0x0004,post-command,2,2,true,true,true,true,true,0,0
0x000000A5,0x00285B64,0x80229B94,0x0FA8..0x1EC4; 4 blocks,0x0FA8|0x18DC|0x18E4|0x1EC0,fallthrough:0x18E4,0,0 x 32-bit stream slots; slot signedness unknown; direct retail reads=none isolated,+0 argument slots before shared tail; normal continuation consumes +1 command slot,func_8023DCC0@0x00285B64,none isolated,post-command,4,3,false,true,true,true,false,2,1
0x000000A6,0x00285B74,0x80229BA4,0x18EC..0x190C; 2 blocks,0x18EC|0x1904,fallthrough:0x1904,2,2 x 32-bit stream slots; slot signedness unknown; direct retail reads=none isolated,+2 argument slots before shared tail; normal continuation consumes +1 command slot,func_8023DCD4@0x00285B84,Rs32@$v0+0x0004|Rs32@$v0+0x0008,post-command,2,2,true,true,true,true,true,0,0
0x000000A7,0x00285B94,0x80229BC4,0x190C..0x1928; 2 blocks,0x190C|0x1920,fallthrough:0x1920,1,1 x 32-bit stream slots; slot signedness unknown; direct retail reads=none isolated,+1 argument slots before shared tail; normal continuation consumes +1 command slot,func_0029BDF8@0x00285BA0,Rs32@$v0+0x0004,post-command,2,2,true,true,true,true,true,0,0
0x000000A9,0x00285BB0,0x80229BE0,0x1928..0x1938; 2 blocks,0x1928|0x1930,fallthrough:0x1930,0,0 x 32-bit stream slots; slot signedness unknown; direct retail reads=none isolated,+0 argument slots before shared tail; normal continuation consumes +1 command slot,func_8023E320@0x00285BB0,none isolated,post-command,2,2,true,true,true,true,true,0,0
0x000000AA,0x00285BC0,0x80229BF0,0x1848..0x1978; 4 blocks,0x1848|0x1938|0x195C|0x1970,fallthrough:0x195C|taken:0x1848,1,1 x 32-bit stream slots; slot signedness unknown; direct retail reads=+0x04:32-bit-signed,+1 argument slots before shared tail; normal continuation consumes +1 command slot,func_0026285C@0x00285BF0,Rs32@$t0+0x0004|Rs32@$v0+0x0000|Rs32@0x8022A974|Ru16@$v0+0x0028,post-command,4,4,true,true,true,true,false,2,2
0x000000AB,0x00285C00,0x80229C30,0x1978..0x1998; 3 blocks,0x1978|0x1988|0x1990,fallthrough:0x1988,2,2 x 32-bit stream slots; slot signedness unknown; direct retail reads=none isolated,+2 argument slots before shared tail; normal continuation consumes +1 command slot,func_8023C3DC@0x00285C10,Rs32@$v0+0x0004|Rs32@$v0+0x0008,post-command,3,3,true,true,true,true,true,0,0
0x000000AE,0x00285C20,0x80229C50,0x1998..0x19B8; 2 blocks,0x1998|0x19B0,fallthrough:0x19B0,2,2 x 32-bit stream slots; slot signedness unknown; direct retail reads=none isolated,+2 argument slots before shared tail; normal continuation consumes +1 command slot,func_8023C9D4@0x00285C30,Rs32@$v0+0x0004|Rs32@$v0+0x0008,post-command,2,2,true,true,true,true,true,0,0
0x000000AF,0x00285C40,0x80229C70,0x19B8..0x19C8; 2 blocks,0x19B8|0x19C0,fallthrough:0x19C0,0,0 x 32-bit stream slots; slot signedness unknown; direct retail reads=none isolated,+0 argument slots before shared tail; normal continuation consumes +1 command slot,func_8022DDC4@0x00285C40,none isolated,post-command,2,2,true,true,true,true,true,0,0
0x000000B0,0x00285C50,0x80229C80,0x19C8..0x19D8; 2 blocks,0x19C8|0x19D0,fallthrough:0x19D0,0,0 x 32-bit stream slots; slot signedness unknown; direct retail reads=none isolated,+0 argument slots before shared tail; normal continuation consumes +1 command slot,func_8022DDE4@0x00285C50,none isolated,post-command,2,2,true,true,true,true,true,0,0
0x000000B1,0x00285C60,0x80229C90,0x0FA8..0x1EC4; 4 blocks,0x0FA8|0x19D8|0x19E0|0x1EC0,fallthrough:0x19E0,0,0 x 32-bit stream slots; slot signedness unknown; direct retail reads=none isolated,+0 argument slots before shared tail; normal continuation consumes +1 command slot,func_8022DF48@0x00285C60,none isolated,post-command,4,3,false,true,true,true,false,3,2
0x000000B2,0x00285C70,0x80229CA0,0x19E8..0x1EC4; 3 blocks,0x19E8|0x19F8|0x1EC0,fallthrough:0x19F8|taken:0x1EC0,0,0 x 32-bit stream slots; slot signedness unknown; direct retail reads=none isolated,+0 argument slots before shared tail; normal continuation consumes +1 command slot,none,Rs32@0x8022A970|W8@$v0+0x0840,post-command,3,3,true,true,true,true,false,2,2
0x000000B3,0x00285C88,0x80229CB8,0x1A00..0x1EC4; 3 blocks,0x1A00|0x1A10|0x1EC0,fallthrough:0x1A10|taken:0x1EC0,0,0 x 32-bit stream slots; slot signedness unknown; direct retail reads=none isolated,+0 argument slots before shared tail; normal continuation consumes +1 command slot,none,Rs32@0x8022A970|W8@$v0+0x0840,post-command,3,3,true,true,true,true,true,0,0
0x000000B4,0x00285CA0,0x80229CD0,0x1A18..0x1A40; 2 blocks,0x1A18|0x1A38,fallthrough:0x1A38,4,4 x 32-bit stream slots; slot signedness unknown; direct retail reads=none isolated,+4 argument slots before shared tail; normal continuation consumes +1 command slot,func_00283224@0x00285CB8,Rs32@$v0+0x0004|Rs32@$v0+0x0008|Rs32@$v0+0x000C|Rs32@$v0+0x0010,post-command,2,2,true,true,true,true,true,0,0
0x000000B5,0x00285CC8,0x80229CF8,0x0FA8..0x1EC4; 6 blocks,0x0FA8|0x1A40|0x1A54|0x1A68|0x1A70|0x1EC0,fallthrough:0x1A54|taken:0x1A68,0,0 x 32-bit stream slots; slot signedness unknown; direct retail reads=none isolated,+0 argument slots before shared tail; normal continuation consumes +1 command slot,func_00283694@0x00285CF0,Rs32@$v0+0x0008|Ru16@0x800E8100|W32@0x8022A990,post-command,6,5,false,true,true,true,false,3,2
0x000000B6,0x00285D00,0x80229D30,0x1848..0x1A9C; 4 blocks,0x1848|0x1A78|0x1A88|0x1A94,fallthrough:0x1A88|taken:0x1848,1,1 x 32-bit stream slots; slot signedness unknown; direct retail reads=+0x07:8-bit-signed,+1 argument slots before shared tail; normal continuation consumes +1 command slot,func_00045cb0@0x00285D14,Rs32@0x8018F1A4|Rs8@$t0+0x0007,post-command,4,4,true,true,true,true,false,1,1
0x000000B7,0x00285D24,0x80229D54,0x1A9C..0x1EC4; 3 blocks,0x1A9C|0x1AA4|0x1EC0,fallthrough:0x1AA4,0,0 x 32-bit stream slots; slot signedness unknown; direct retail reads=none isolated,+0 argument slots before shared tail; normal continuation consumes +1 command slot,func_8022F148@0x00285D24,Rs32@0x8023DE34|W8@$v0+0x0066,post-command,3,3,true,true,true,true,true,0,0
0x000000B8,0x00285D3C,0x80229D6C,0x1AB4..0x1EC4; 3 blocks,0x1AB4|0x1ABC|0x1EC0,fallthrough:0x1ABC,0,0 x 32-bit stream slots; slot signedness unknown; direct retail reads=none isolated,+0 argument slots before shared tail; normal continuation consumes +1 command slot,func_8022F2D8@0x00285D3C,Rs32@0x8023DE34|W8@$v0+0x0066,post-command,3,3,true,true,true,true,true,0,0
